,roi,identity_mean,identity_std,cross_mean,cross_std
0,mid_object,0.20763888888888887,0.029083877210238786,0.17010416666666667,0.012975337182516679
1,ant_object,0.2013888888888889,0.03090082702956527,0.1759375,0.013157202558548173
2,antl_color,0.18333333333333335,0.013429916392926192,0.1534375,0.01780488384935124
3,V4v_color,0.22986111111111113,0.014129854131510973,0.17427083333333332,0.012941843742081124
4,mid_face,0.24791666666666665,0.024513003603781645,0.16375,0.016125995877946744
5,ant_face1,0.18472222222222223,0.01574414451215922,0.17572916666666666,0.01477772230043889
6,mid_color,0.2166666666666667,0.017095185590404405,0.15958333333333333,0.014300076485809441
7,antm_color,0.18541666666666667,0.015621141498891659,0.17385416666666667,0.010308816682281667
8,post_color,0.2965277777777778,0.017650368093248384,0.1815625,0.007472461014358736
9,ant_face2,0.22569444444444448,0.0116202781463066,0.17322916666666668,0.009830375614503352
10,post_object,0.23680555555555557,0.00967249185915564,0.1703125,0.022738416617649037
11,post_face,0.26805555555555555,0.022222222222222216,0.18666666666666665,0.020803624650793696
12,V4d_both_color,0.28958333333333336,0.01995848314333321,0.1890625,0.01177129423876387
